,sna,tot,sbi,sarea,mday,ar,bemp,act
1150,YouBike2.0_松勤莊敬路口,15,3,信義區,2023-05-27 13:53:16,松勤街/莊敬路,12,1
1151,YouBike2.0_松仁松平路口,10,0,信義區,2023-05-27 13:24:04,松仁路/松平路,10,1
1152,YouBike2.0_信義松德路口,18,2,信義區,2023-05-27 13:08:15,信義路五段180號前,16,1
1154,YouBike2.0_吳興街284巷(廣安宮),15,3,信義區,2023-05-27 13:57:15,吳興街284巷23號對側,11,1
1155,YouBike2.0_景勤二號公園(西南側),22,3,信義區,2023-05-27 13:53:16,信安街67巷/信安街口東南側,18,1
1156,YouBike2.0_克勤新村,18,0,信義區,2023-05-27 13:55:12,信安街67巷75號對側,17,1
1157,YouBike2.0_和平東路三段291號,15,2,信義區,2023-05-27 13:55:23,和平東路三段291號前,13,1
1166,YouBike2.0_青年公園棒球場,28,0,萬華區,2023-05-27 13:08:04,青年路66號對側,27,1
1169,YouBike2.0_新和國小,20,0,萬華區,2023-05-27 13:23:04,萬大路277巷37弄1號東側,18,1
1171,YouBike2.0_莒光立體停車場,10,0,萬華區,2023-05-27 13:57:04,莒光路137號前,10,1
1174,YouBike2.0_華中疏散門,12,3,萬華區,2023-05-27 13:57:15,環河南路三段371號前,8,1
1176,YouBike2.0_忠德公園,19,2,萬華區,2023-05-27 13:48:15,東園街66巷20弄27號前,17,1
1179,YouBike2.0_雙園國中,24,0,萬華區,2023-05-27 13:55:12,西園路二段320巷與興義街口,22,1
1182,YouBike2.0_華江八號公園,20,0,萬華區,2023-05-27 13:26:04,環河南路二段216號旁,19,1
1191,YouBike2.0_貓公園(中興橋頭),15,0,萬華區,2023-05-27 13:14:04,成都路108號(對面),14,1
1193,YouBike2.0_中華桂林路口,28,3,萬華區,2023-05-27 13:56:16,中華路一段與桂林路口西北側,25,1
1201,YouBike2.0_臺北市電影主題公園(峨嵋街),15,1,萬華區,2023-05-27 13:45:16,峨嵋街100號(對面),14,1
1208,YouBike2.0_長順街60巷口,15,3,萬華區,2023-05-27 12:26:16,長順街60巷38號對側,12,1
1214,YouBike2.0_富民路145巷口,20,2,萬華區,2023-05-27 13:56:16,富民路151號對側,18,1
1216,YouBike2.0_龍山國中,15,3,萬華區,2023-05-27 13:50:20,南寧路與廣州街口南側,12,1
1217,YouBike2.0_洛陽停車場,22,0,萬華區,2023-05-27 13:57:04,昆明街與洛陽街口西側,20,1
1220,YouBike2.0_青年公園3號出口,38,3,萬華區,2023-05-27 13:57:15,青年路/青年路106巷(東側),31,1
1224,YouBike2.0_萬大路493巷,10,2,萬華區,2023-05-27 13:55:23,萬大路493巷44號旁,7,1
1225,YouBike2.0_雙園國中地下停車場,12,0,萬華區,2023-05-27 12:27:04,西園路二段320巷55弄8-10號前,11,1
1229,YouBike2.0_臺大水源修齊會館,18,2,臺大專區,2023-05-27 13:48:15,思源街16號之1旁,13,1
1230,YouBike2.0_臺大檔案展示館,10,2,臺大專區,2023-05-27 13:57:15,臺大檔案展示館東北側,7,1
1232,YouBike2.0_臺大男八舍東側,42,3,臺大專區,2023-05-27 13:55:23,臺大男八舍東側,39,1
1237,YouBike2.0_臺大大一女舍北側,53,2,臺大專區,2023-05-27 13:52:15,臺大女一舍北側,51,1
1244,YouBike2.0_臺大樂學館東側,28,1,臺大專區,2023-05-27 13:57:15,臺大文學院西側,27,1
1245,YouBike2.0_臺大農化新館西側,10,0,臺大專區,2023-05-27 13:56:16,臺大生化科技學系西側,9,1
1249,YouBike2.0_臺大共同教室東南側,12,1,臺大專區,2023-05-27 13:56:16,臺大共同教學館東南側,10,1
1250,YouBike2.0_臺大鹿鳴堂東側,27,1,臺大專區,2023-05-27 13:57:15,臺大鹿鳴廣場人行道側,24,1
1251,YouBike2.0_臺大公館停車場西北側,12,1,臺大專區,2023-05-27 13:34:04,臺大公館停車場西北側,11,1
1253,YouBike2.0_臺大明達館機車停車場,28,0,臺大專區,2023-05-27 13:57:15,臺大明達館西側,28,1
1254,YouBike2.0_臺大二號館,10,1,臺大專區,2023-05-27 13:40:21,臺大物理文物廳北側,9,1
1259,YouBike2.0_臺大椰林小舖,48,0,臺大專區,2023-05-27 13:53:04,臺大椰林小舖旁,47,1
1267,YouBike2.0_臺大一號館,19,0,臺大專區,2023-05-27 13:57:15,臺大植物魚類標本館一號館北側,19,1
1268,YouBike2.0_臺大小小福西南側,10,0,臺大專區,2023-05-27 13:55:12,臺大進修教育大樓,10,1
1270,YouBike2.0_臺大四號館東北側,10,1,臺大專區,2023-05-27 13:52:15,臺大園藝暨景觀學系北側,9,1
1273,YouBike2.0_臺大電機二館東南側,14,0,臺大專區,2023-05-27 13:50:09,臺大電機二館南側,14,1
1279,YouBike2.0_臺大明達館北側(員工宿舍),18,1,臺大公館校區,2023-05-27 13:55:23,明達館北側前空地,16,1
